row_type,factor,horizon,target,n,rank_ic,benchmark_model,benchmark_source_model,benchmark_rank_ic,benchmark_delta_ic,beta,nw_t_stat,nw_abs_t_stat,nw_p_value,hh_t_stat,hh_p_value,hh_covariance_psd,hh_fallback_to_nw,r2,aligned_target,beats_benchmark,nw_significant,hac_pass,decision_tag,decision_target,decision_reason,front_momentum_beta,front_momentum_nw_t_stat
factor,macro_surprise,3m,5s30s,2789,0.02600578590730052,max_random_walk_momentum,momentum_3m,0.1131401975231021,-0.08713441161580159,0.013787008681749867,0.22298111920522734,0.22298111920522734,0.8235502012712543,0.267536544446537,0.7890560808438412,True,False,0.00028410671575918034,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,macro_surprise,6m,2Y,2726,-0.048090566634837635,max_random_walk_momentum,momentum_3m,0.2488739252970503,-0.29696449193188795,-0.07218272274134695,-0.9380737238598266,0.9380737238598266,0.34820652422384196,-0.9380737238598266,0.34820652422384196,True,True,0.0012726206146900232,True,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,macro_surprise,6m,5Y,2726,-0.06283376417000441,max_random_walk_momentum,momentum_3m,0.0878780892125175,-0.1507118533825219,-0.08013689724203957,-1.181138534973557,1.181138534973557,0.23754769381805899,-1.181138534973557,0.23754769381805899,True,True,0.0020842249508963295,True,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,macro_surprise,6m,10Y,2726,-0.07500412685605917,max_random_walk_momentum,momentum_3m,0.0138729370559449,-0.08887706391200408,-0.14713972206187703,-1.3079703271872198,1.3079703271872198,0.1908833739156131,-3.161704366159298,0.0015684871414520154,True,False,0.002692408063938334,True,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,macro_surprise,6m,30Y,2726,-0.07975927622228543,max_random_walk_momentum,momentum_3m,-0.0308717433876035,-0.04888753283468193,-0.2432273658524411,-1.1408063330488298,1.1408063330488298,0.2539505246009403,-1.8345653984642067,0.06657010947920423,True,False,0.0024988885194195953,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,macro_surprise,6m,2s10s,2726,0.005539248280673693,max_random_walk_momentum,momentum_3m,0.2869064216087201,-0.2813671733280464,0.02151352640931586,0.19415042866340967,0.19415042866340967,0.8460580964204873,0.19415042866340967,0.8460580964204873,True,True,8.169739460361924e-05,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,macro_surprise,6m,5s30s,2726,-0.020210510702644405,max_random_walk_momentum,momentum_3m,0.1570380665735517,-0.1772485772761961,-0.017409793930346664,-0.2388390428559323,0.2388390428559323,0.8112303943559346,-0.44157167969841044,0.6587991812097281,True,False,0.00020114588300379488,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,liquidity_supply,3m,2Y,2789,-0.04703664980194943,max_random_walk_momentum,momentum_3m,0.2216627906068823,-0.2686994404088317,2.6536332120394195,0.7915252642514574,0.7915252642514574,0.4286375392725024,0.6383657695761605,0.5232356080033227,True,False,0.014845707042677625,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,liquidity_supply,3m,5Y,2789,-0.0992909445725512,max_random_walk_momentum,momentum_3m,0.0399416300246072,-0.1392325745971584,0.5295556334425967,0.5793609788000744,0.5793609788000744,0.5623456279005803,0.4629420975073382,0.6434058714431491,True,False,0.008038667243542963,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,liquidity_supply,3m,10Y,2789,-0.09739510046936686,max_random_walk_momentum,momentum_3m,-0.0522321867169732,-0.04516291375239366,0.16748477562117123,0.5078192574196303,0.5078192574196303,0.6115801033178744,0.41051116845440966,0.6814310124206353,True,False,0.006088730358970507,True,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,liquidity_supply,3m,30Y,2789,-0.07058679715353168,max_random_walk_momentum,momentum_3m,-0.1049854579096364,0.03439866075610472,0.13954619508603142,0.5657901365648278,0.5657901365648278,0.571536452338973,0.4695663156854838,0.6386648951763512,True,False,0.006711320232718476,True,True,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,liquidity_supply,3m,2s10s,2789,-0.06680634878564849,max_random_walk_momentum,momentum_3m,0.1473445018141901,-0.21415085059983857,-0.14328377893110905,-1.345463234151047,1.345463234151047,0.1784756865921046,-1.1899425257296283,0.2340689825632988,True,False,0.009459812928672595,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,liquidity_supply,3m,5s30s,2789,0.051673251752428914,max_random_walk_momentum,momentum_3m,0.1131401975231021,-0.06146694577067319,-0.0704588871059657,-0.43156985157558164,0.43156985157558164,0.6660540742655016,-0.3367875491979307,0.7362770596329075,True,False,0.0021191256995267693,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,liquidity_supply,6m,2Y,2726,-0.00882637367581416,max_random_walk_momentum,momentum_3m,0.2488739252970503,-0.25770029897286445,2.852950540389055,0.4745093468266447,0.4745093468266447,0.6351367343125351,0.41073942436533467,0.6812636152101115,True,False,0.006977045518423708,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,liquidity_supply,6m,5Y,2726,-0.11558841165656356,max_random_walk_momentum,momentum_3m,0.0878780892125175,-0.20346650086908105,0.2984026807640022,0.17722048111129252,0.17722048111129252,0.8593352086882411,0.1510786510774837,0.8799136731559518,True,False,0.001242429372177778,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,liquidity_supply,6m,10Y,2726,-0.13635889984013325,max_random_walk_momentum,momentum_3m,0.0138729370559449,-0.15023183689607814,0.004051850996275446,0.006929719758158169,0.006929719758158169,0.9944709278462541,0.006112757847159465,0.9951227552635427,True,False,1.8804795622884285e-06,True,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,liquidity_supply,6m,30Y,2726,-0.12350145318239246,max_random_walk_momentum,momentum_3m,-0.0308717433876035,-0.09262970979478896,-0.01756202849942596,-0.0424571830171327,0.0424571830171327,0.9661342439528875,-0.03927023386013542,0.9686749382413515,True,False,5.925527282568677e-05,True,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,liquidity_supply,6m,2s10s,2726,-0.16195747136768718,max_random_walk_momentum,momentum_3m,0.2869064216087201,-0.4488638929764073,-0.35206048517782257,-2.1092373916079783,2.1092373916079783,0.03492409589462458,-1.7953830476667316,0.07259269152205809,True,False,0.02487798557580967,False,False,True,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,liquidity_supply,6m,5s30s,2726,-0.02572813140539444,max_random_walk_momentum,momentum_3m,0.1570380665735517,-0.18276619797894617,-0.18769687194896406,-0.5393010901103599,0.5393010901103599,0.5896791167811439,-0.4235202654022337,0.6719157160690199,True,False,0.0066462031500169605,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,term_premium,3m,2Y,2789,,max_random_walk_momentum,momentum_3m,0.2216627906068823,,0.0,,,,,,True,False,0.0,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
